"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"2",1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"3",1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"4",1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"5",1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"6",0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"7",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"8",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"9",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
"10",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
"11",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
"12",0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
"13",0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"14",0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"15",0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"16",0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"17",0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1
"18",0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"19",0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1
"20",0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1
"21",0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
"22",0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
"23",0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
"24",0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
"25",0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
"26",0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
"27",0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
"28",0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
"29",0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
"30",0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1
"31",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1
"32",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
"33",0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
"34",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
"35",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
"36",0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
"37",0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0
"38",0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"39",0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"40",1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"41",1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"42",1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"43",1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"44",1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0
"45",1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0
"46",1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
"47",1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
"48",1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
"49",1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
"50",1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
"51",1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"52",1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"53",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"54",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"55",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"56",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"57",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"58",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"59",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"60",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"61",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"62",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"63",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
"64",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0
"65",1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0
"66",1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"67",1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"68",1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1
"69",1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"70",1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"71",1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"72",1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"73",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"74",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"75",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"76",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"77",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"78",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"79",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"80",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"81",1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"82",1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"83",1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"84",1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"85",1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
"86",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"87",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"88",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"89",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"90",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"91",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"92",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"93",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"94",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"95",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"96",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"97",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"98",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"99",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"100",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"101",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"102",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"103",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"104",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"105",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"106",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"107",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"108",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"109",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"110",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"111",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"112",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"113",0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"114",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"115",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"116",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"117",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"118",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"119",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"120",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"121",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"122",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"123",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"124",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"125",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"126",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"127",0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"128",0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"129",0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"130",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"131",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"132",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"133",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"134",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"135",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"136",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"137",1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"138",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"139",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"140",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"141",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"142",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"143",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"144",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"145",1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"146",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"147",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"148",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"149",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"150",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"151",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"152",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"153",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"154",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"155",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"156",1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"157",1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"158",1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"159",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"160",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"161",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"162",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"163",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"164",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"165",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"166",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"167",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"168",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"169",0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1
"170",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"171",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"172",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"173",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"174",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"175",0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"176",0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
"177",0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"178",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"179",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"180",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"181",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"182",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"183",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"184",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"185",0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"186",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"187",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"188",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"189",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"190",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"191",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"192",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"193",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"194",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"195",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"196",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"197",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"198",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"199",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"200",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"201",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"202",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"203",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"204",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"205",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"206",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"207",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"208",0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"209",0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"210",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"211",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"212",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"213",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"214",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"215",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"216",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"217",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"218",0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"219",0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"220",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"221",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"222",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"223",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"224",0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"225",0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"226",0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"227",0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"228",0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"229",0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0
"230",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"231",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"232",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"233",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"234",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"235",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"236",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"237",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"238",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"239",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"240",0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"241",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"242",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"243",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"244",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"245",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"246",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"247",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"248",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"249",0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"250",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"251",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"252",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"253",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
"254",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"255",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"256",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"257",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"258",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"259",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"260",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"261",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"262",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"263",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"264",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"265",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"266",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"267",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"268",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"269",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"270",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"271",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"272",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"273",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"274",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"275",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"276",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"277",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"278",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"279",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"280",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"281",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"282",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"283",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"284",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"285",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"286",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"287",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"288",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"289",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"290",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"291",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"292",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"293",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"294",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"295",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"296",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"297",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"298",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"299",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"300",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"301",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"302",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
"303",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
"304",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
"305",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"306",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"307",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"308",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"309",0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
